aaHappiness in life,aboveAvg Happiness,Achievements,Action,Active sport,Adrenaline sports,Age,Ageing,Alternative,Animated,Appearence and gestures,Art exhibitions,Assertiveness,Biology,Borrowed stuff,Branded clothing,Cars,Celebrities,Changing the past,Charity,Cheating in school,Chemistry,Children,Classical music,Comedy,Compassion to animals,Country,"Countryside, outdoors",Criminal damage,Daily events,Dance,Dancing,Dangerous dogs,Darkness,Decision making,Documentary,Dreams,Eating to survive,Economy Management,Elections,Empathy,Energy levels,Entertainment spending,Fake,Fantasy/Fairy tales,Fear of public speaking,Final judgement,Finances,Finding lost valuables,Flying,Folk,Foreign languages,Friends versus money,Fun with friends,Funniness,Gardening,Geography,Getting angry,Getting up,Giving,God,Health,Healthy eating,Height,Heights,"Hiphop, Rap",History,Horror,Hypochondria,Interests or hobbies,Internet,Judgment calls,Keeping promises,Knowing the right people,Latino,Law,Life struggles,Loneliness,Loss of interest,Mathematics,Medicine,Metal or Hardrock,Mood swings,Movies,Music,Musical,Musical instruments,New environment,Number of friends,Number of siblings,Only child,Opera,Parents' advice,Passive sport,PC,Personality,Pets,Physics,Politics,Pop,Prioritising workload,Psychology,Public speaking,Punk,Questionnaires or polls,Rats,Reading,"Reggae, Ska",Reliability,Religion,Responding to a serious letter,Rock,Rock n roll,Romantic,Science and technology,Sci-fi,Self-criticism,Shopping,Shopping centres,Slow songs or fast songs,Small - big dogs,Snakes,Socializing,Spending on gadgets,Spending on healthy eating,Spending on looks,Spiders,Storm,"Swing, Jazz","Techno, Trance",Theatre,Thinking ahead,Thriller,Unpopularity,Waiting,War,Weight,Western,Workaholism,Writing,Writing notes,Alcohol,Village - town,Smoking,Education,Gender,House - block of flats,Internet usage,Left - right handed,Lying,Punctuality,Validation
4,1,3,5,1,1,18,3,1,5,4,3,2,5,5,4,4,4,1,4,4,5,5,3,4,5,2,4,1,3,1,1,2,4,3,3,4,4,2,3,5,3,4,4,5,5,3,5,3,3,3,4,5,5,2,2,3,3,2,3,1,3,2,173,3,1,4,3,1,3,5,4,5,1,1,3,4,2,4,3,5,1,4,5,5,4,1,3,2,1,0,4,5,2,3,4,5,3,3,4,3,5,5,1,4,1,5,1,5,2,4,4,1,4,4,4,4,4,4,3,3,4,1,2,3,3,5,1,1,1,4,4,5,2,2,4,65,1,3,1,3,social drinker,city,never smoked,secondary school,female,block of flats,few hours a day,right handed,only to avoid hurting someone,i am often early,0
4,1,3,4,5,5,21,3,1,2,3,2,3,5,5,5,2,2,3,1,3,3,2,5,5,5,1,5,5,5,1,1,3,1,4,4,3,3,2,3,5,5,4,1,2,2,2,3,5,1,1,4,5,5,5,5,2,2,3,5,1,3,4,185,3,1,3,3,1,5,4,5,4,3,1,3,1,3,5,3,3,5,5,4,5,1,5,2,1,1,0,1,3,3,3,3,3,3,5,2,2,3,3,2,3,1,2,2,5,5,5,3,2,2,4,3,3,4,5,5,5,1,1,3,3,3,0,1,2,1,1,4,2,1,1,4,101,3,2,1,2,social drinker,city,former smoker,secondary school,male,block of flats,few hours a day,right handed,sometimes,i am often early,0
3,0,1,5,4,1,23,1,1,5,5,4,1,5,5,1,1,2,3,1,4,1,5,5,5,5,1,4,1,3,5,5,3,2,4,5,3,5,5,5,5,1,1,2,5,2,3,5,5,3,3,5,4,5,2,4,3,2,4,3,5,3,3,168,4,4,3,1,1,2,5,5,5,1,3,3,4,4,1,3,4,1,3,5,5,2,3,4,2,1,0,4,4,3,2,4,5,2,4,5,1,4,5,2,3,1,5,5,4,2,4,4,2,5,3,3,3,4,5,5,2,1,1,1,1,1,5,4,2,4,3,5,4,3,3,3,60,2,3,5,5,social drinker,village,tried smoking,secondary school,female,house/bungalow,few hours a day,right handed,only to avoid hurting someone,i am often running late,1
3,0,3,3,5,3,21,3,2,5,4,1,3,3,5,3,4,2,5,1,3,5,3,2,5,4,2,5,1,2,3,1,4,2,3,4,3,1,2,1,3,5,1,3,5,4,3,3,2,3,3,1,3,3,5,2,3,3,2,1,3,3,3,155,2,1,4,5,5,5,5,2,4,4,1,1,5,4,3,1,5,4,4,4,5,3,2,3,1,1,0,2,3,5,2,4,5,1,1,5,5,1,5,4,4,5,3,2,4,3,2,5,5,5,5,3,4,4,5,3,3,5,3,3,2,3,5,3,1,2,2,3,5,5,2,4,46,2,3,1,1,never,city,never smoked,secondary school,female,house/bungalow,few hours a day,right handed,sometimes,i am often early,1
3,0,2,5,1,1,26,3,1,2,4,1,5,2,3,1,1,5,3,3,3,1,1,1,5,4,1,3,3,4,4,1,5,5,2,4,4,1,3,1,3,3,1,3,2,3,3,3,2,1,1,3,2,2,3,1,3,5,2,4,2,3,4,172,3,3,2,1,3,1,5,4,3,3,2,2,3,3,4,2,2,1,2,5,4,1,1,4,3,1,0,1,1,3,4,3,2,1,1,5,1,1,3,1,3,5,1,2,5,1,2,1,1,3,3,2,3,5,5,3,1,2,1,2,2,5,5,3,1,3,1,4,5,2,3,1,62,1,2,1,1,social drinker,city,never smoked,secondary school,female,block of flats,few hours a day,right handed,only to avoid hurting someone,i am often early,0
5,1,2,5,5,5,20,1,5,1,3,1,3,1,1,1,1,1,1,1,2,5,4,5,5,1,5,5,1,3,5,2,1,1,3,5,4,1,1,1,4,4,1,1,1,2,1,3,1,2,5,3,1,5,4,1,3,3,2,1,3,1,4,188,1,5,5,1,1,4,5,3,4,2,5,1,2,1,5,5,3,5,2,3,5,1,4,5,3,3,0,1,3,1,5,3,3,5,5,1,1,4,3,1,3,1,5,5,3,5,5,4,5,1,3,5,5,1,1,4,5,1,5,1,3,1,1,1,5,5,1,5,5,5,3,5,80,5,4,1,4,social drinker,city,tried smoking,college/bachelor degree,male,block of flats,few hours a day,right handed,never,i am often running late,0
4,1,2,5,1,3,19,1,4,5,3,2,2,5,5,1,3,2,2,3,1,2,3,3,5,5,2,3,1,3,2,1,3,3,2,4,4,2,5,1,5,3,2,1,5,5,3,5,5,1,2,5,5,5,4,1,2,2,3,4,4,2,3,170,1,3,2,4,1,4,5,3,5,4,3,3,2,3,3,5,4,4,1,5,5,4,2,4,3,0,1,1,2,3,5,4,5,1,1,5,4,5,4,4,2,1,3,3,5,2,1,5,3,5,4,5,3,4,4,5,1,1,2,4,3,2,5,1,3,3,2,5,4,4,5,3,90,3,3,1,2,never,city,never smoked,secondary school,female,block of flats,few hours a day,right handed,sometimes,i am often early,0
4,1,4,4,3,2,20,2,4,5,3,5,4,1,3,5,2,3,3,3,5,1,4,2,5,3,1,3,3,3,3,2,4,4,3,3,3,3,5,4,4,5,5,2,5,1,2,3,4,1,1,5,5,5,3,1,5,4,4,4,1,3,3,163,5,3,2,1,2,4,5,3,5,5,3,2,3,3,3,1,1,1,3,5,5,2,2,4,4,1,0,1,3,4,3,3,5,1,2,5,4,4,3,2,3,3,3,2,5,1,2,4,2,4,3,3,5,5,5,4,1,5,4,5,5,5,5,3,2,3,3,4,1,3,2,2,55,1,5,5,5,drink a lot,city,tried smoking,college/bachelor degree,female,block of flats,most of the day,right handed,only to avoid hurting someone,i am always on time,0
4,1,3,3,2,5,25,3,4,4,4,3,4,3,5,3,1,5,3,3,5,2,5,3,5,5,1,3,3,5,4,3,5,4,3,4,3,3,4,5,5,4,3,1,5,3,3,4,2,3,2,3,5,5,3,2,4,3,1,5,5,4,3,170,5,3,4,3,3,4,4,5,5,5,5,4,5,4,2,3,1,1,3,5,4,3,1,1,5,1,0,3,3,4,3,3,5,4,5,4,4,5,2,1,4,3,5,1,4,4,1,4,3,4,4,3,2,5,4,4,2,5,3,3,4,5,5,2,3,4,4,3,4,4,2,1,67,1,3,3,5,social drinker,village,current smoker,masters degree,female,block of flats,few hours a day,right handed,only to avoid hurting someone,i am often early,0
4,1,4,2,5,1,27,5,1,1,5,1,4,1,0,4,1,4,5,2,1,1,4,4,5,5,2,2,4,5,5,5,4,2,5,5,2,4,2,1,1,2,4,5,2,4,5,4,5,5,2,2,5,5,5,1,1,3,1,1,3,5,5,181,5,3,5,5,5,5,5,5,5,4,4,1,2,4,4,5,2,1,2,5,5,3,5,5,2,1,0,4,1,4,5,2,4,5,5,5,5,5,5,2,3,1,3,3,5,4,5,4,5,2,5,4,5,3,5,4,1,4,5,4,5,5,5,2,3,3,2,5,4,5,2,1,78,2,5,1,5,social drinker,,never smoked,masters degree,male,block of flats,most of the day,right handed,never,i am often early,0
4,1,3,5,5,5,21,1,4,2,3,5,3,2,5,3,5,4,3,3,4,1,5,1,5,3,4,5,3,3,4,3,2,1,4,1,5,2,2,1,3,5,3,1,3,1,5,3,2,1,3,5,5,5,0,1,4,3,5,4,3,3,3,163,1,5,4,5,1,5,0,3,5,3,5,1,2,2,3,2,2,3,2,5,5,5,4,5,5,1,0,2,4,3,4,4,4,2,1,5,3,3,2,2,2,1,5,2,5,4,2,5,5,3,0,5,3,5,3,3,3,2,3,3,2,4,1,1,3,2,3,3,5,1,2,1,55,1,2,1,3,social drinker,city,current smoker,college/bachelor degree,female,block of flats,few hours a day,right handed,sometimes,i am always on time,0
4,1,4,5,2,2,19,3,4,5,4,1,5,2,2,4,2,2,2,1,4,1,3,2,4,2,1,3,1,3,3,1,4,1,3,2,3,2,4,2,4,4,4,2,3,4,1,3,2,1,1,5,5,5,3,1,3,5,3,4,2,5,3,170,3,1,2,3,1,3,5,3,4,4,3,1,2,2,2,2,3,2,4,5,5,3,1,2,4,1,1,3,3,2,3,4,5,1,1,4,4,3,5,2,1,5,5,3,4,1,3,4,0,2,2,2,3,4,4,3,1,3,2,3,3,4,1,2,3,2,4,3,3,3,1,3,60,1,3,1,5,social drinker,city,tried smoking,secondary school,female,house/bungalow,few hours a day,right handed,sometimes,i am always on time,0
4,1,3,2,4,2,20,5,2,2,4,2,5,3,4,3,2,2,2,2,5,2,3,1,3,4,1,4,2,3,3,5,3,2,2,3,4,2,4,5,4,5,3,4,2,1,3,4,3,3,1,5,2,3,3,2,3,3,1,4,1,5,3,171,2,5,2,2,1,3,4,5,5,5,4,2,2,5,3,2,3,1,3,3,5,4,2,4,2,1,1,1,3,3,2,4,2,2,3,3,5,4,3,2,3,3,2,5,5,2,1,2,2,2,3,2,5,3,4,4,4,3,4,3,4,3,2,1,2,2,4,3,2,5,3,1,70,1,4,1,4,social drinker,village,current smoker,secondary school,female,house/bungalow,few hours a day,right handed,only to avoid hurting someone,i am often early,0
3,0,3,4,1,1,20,3,2,3,3,1,2,2,3,1,3,2,4,1,4,1,2,2,5,4,2,2,2,2,2,1,2,5,3,1,3,2,3,1,4,3,3,2,5,5,1,4,3,3,1,4,4,5,4,1,2,4,2,3,2,2,2,157,4,3,2,3,1,3,5,3,3,3,1,1,2,4,3,1,1,3,4,5,5,2,1,3,4,1,0,1,3,2,3,3,5,1,2,3,1,2,5,5,1,2,5,2,3,1,3,5,4,3,3,3,3,5,5,4,3,3,2,5,2,3,5,1,2,2,2,2,4,3,2,3,41,1,3,1,3,social drinker,city,tried smoking,primary school,female,block of flats,few hours a day,right handed,sometimes,i am often early,0
4,1,3,5,4,4,19,2,4,4,4,3,3,5,4,3,1,4,1,2,3,5,4,5,5,4,2,3,5,3,2,1,5,1,5,4,3,1,1,4,4,3,2,4,4,4,2,4,4,1,4,4,3,4,2,1,3,3,3,2,5,4,4,175,2,4,3,1,3,4,4,5,4,4,5,1,4,3,4,4,5,2,4,5,4,5,1,5,3,2,0,2,3,3,2,3,5,1,1,5,2,4,4,4,3,4,4,4,3,4,4,5,4,4,4,2,5,4,2,3,2,2,2,2,4,4,2,2,3,1,2,5,5,4,2,4,60,1,2,1,4,social drinker,city,tried smoking,college/bachelor degree,female,block of flats,few hours a day,right handed,only to avoid hurting someone,i am often running late,1
4,1,3,5,5,1,19,1,3,5,4,3,5,5,1,1,4,2,1,3,4,5,5,4,5,5,1,3,2,3,3,5,2,3,3,4,3,1,2,5,5,5,2,1,5,2,4,5,5,3,3,4,5,4,4,2,3,4,2,5,5,3,3,0,1,2,2,2,1,4,5,3,5,4,5,2,4,2,2,5,5,3,3,5,5,3,2,4,3,1,0,2,4,5,5,3,4,5,4,5,5,4,3,2,4,1,3,4,5,3,4,4,4,5,5,4,3,3,4,3,3,1,3,2,3,2,5,1,4,3,2,4,4,3,2,3,75,3,5,1,4,never,city,never smoked,secondary school,female,block of flats,less than an hour a day,right handed,sometimes,i am always on time,0
2,0,3,5,5,5,21,3,2,5,4,4,4,3,4,1,3,1,1,3,3,4,3,5,5,4,5,5,2,1,5,5,1,5,4,5,3,3,2,4,5,3,1,2,5,3,3,1,1,3,5,4,4,5,5,3,3,3,4,3,5,4,3,160,4,5,5,5,2,4,4,5,4,3,5,2,3,3,5,3,2,4,3,5,5,5,5,4,5,2,0,5,3,5,2,3,3,2,3,5,2,4,3,2,1,4,5,5,3,2,3,5,5,5,4,5,3,4,1,3,5,5,3,1,4,5,5,3,5,2,4,4,5,3,2,5,58,5,3,5,1,social drinker,village,current smoker,secondary school,female,block of flats,few hours a day,right handed,sometimes,i am often early,0
4,1,2,5,5,3,18,1,3,3,1,5,5,4,5,3,5,1,5,1,5,2,5,4,5,3,3,4,1,3,4,5,3,1,3,3,3,5,2,5,5,5,3,1,5,5,3,3,3,3,4,5,5,5,1,3,5,2,5,5,5,3,3,164,1,3,3,3,1,5,3,5,5,2,5,3,2,3,1,1,4,2,2,5,5,5,4,4,5,4,0,5,4,5,2,3,1,1,4,4,3,3,2,2,4,3,4,3,5,5,1,3,3,5,3,1,3,3,5,3,4,1,5,2,1,1,5,1,3,2,5,5,3,5,1,5,51,1,2,1,5,social drinker,city,tried smoking,secondary school,female,block of flats,less than an hour a day,right handed,only to avoid hurting someone,i am always on time,0
3,0,4,5,4,1,21,1,3,5,4,5,3,3,4,2,2,1,3,3,3,4,5,5,5,5,3,5,4,2,5,4,5,5,3,5,3,3,1,3,5,5,2,1,5,2,1,3,3,3,5,4,3,5,5,1,3,1,3,4,3,3,3,160,5,3,5,5,1,5,3,5,5,5,5,2,3,3,3,1,3,4,2,5,5,5,4,5,5,2,0,5,3,5,1,3,1,4,4,5,1,3,3,3,3,4,5,3,5,2,5,5,4,5,3,5,4,2,2,3,4,5,5,3,5,4,3,2,4,4,5,5,5,3,3,3,57,2,4,2,2,social drinker,city,current smoker,college/bachelor degree,female,block of flats,few hours a day,right handed,sometimes,i am always on time,0
4,1,4,3,3,4,23,3,4,4,2,3,4,3,5,3,2,3,5,2,2,4,2,4,3,5,2,4,1,3,4,4,5,5,5,3,2,2,3,3,4,2,3,3,4,4,2,5,2,2,2,5,4,4,4,1,4,5,3,2,3,4,4,165,3,4,4,2,4,3,5,5,4,3,4,3,2,3,4,2,3,3,4,5,5,3,2,3,4,1,0,3,2,1,4,3,5,3,2,4,4,5,4,2,3,5,3,3,4,2,3,3,4,3,4,2,5,3,3,3,3,5,1,3,3,4,5,2,3,5,2,3,4,3,1,3,45,2,3,1,2,drink a lot,village,current smoker,college/bachelor degree,female,house/bungalow,few hours a day,right handed,sometimes,i am often early,0
4,1,3,3,1,2,20,5,5,4,4,5,3,2,5,3,3,2,1,3,4,1,5,4,5,5,3,3,2,2,1,2,1,5,5,3,3,3,4,3,5,3,5,2,4,3,3,3,2,3,2,5,5,5,3,2,2,3,5,4,1,4,3,170,3,2,3,4,3,5,4,5,5,4,1,4,3,5,5,4,2,1,3,5,5,3,1,2,5,2,0,4,3,5,4,3,3,3,4,4,3,4,3,4,3,1,5,3,5,2,4,5,5,5,3,3,5,2,3,3,5,5,3,3,3,5,3,1,4,1,4,4,2,3,3,2,64,3,5,3,3,drink a lot,city,current smoker,secondary school,female,block of flats,few hours a day,left handed,sometimes,i am often running late,0
3,0,2,4,3,2,21,4,5,5,4,5,3,3,4,4,1,5,5,2,5,1,2,3,5,5,2,5,1,2,3,2,4,2,5,5,4,1,3,4,4,2,5,2,5,5,2,5,2,2,3,3,3,5,1,1,2,4,5,4,4,5,3,157,2,2,5,4,3,1,5,5,5,1,1,2,5,2,2,1,3,2,3,5,5,2,2,2,4,1,0,2,5,5,1,3,5,1,2,2,3,5,5,2,2,3,5,2,4,4,3,5,5,3,3,5,5,5,3,3,2,3,2,2,4,5,5,2,4,1,5,5,4,5,1,3,45,2,2,1,3,drink a lot,city,current smoker,secondary school,female,block of flats,few hours a day,right handed,sometimes,i am always on time,0
4,1,1,4,3,3,19,5,2,3,5,1,2,5,5,2,2,2,4,1,4,4,4,3,5,5,2,4,3,4,5,2,4,2,5,5,3,4,1,4,4,2,4,4,3,3,3,5,1,1,3,4,5,5,0,3,5,1,3,2,1,5,3,185,5,2,3,2,4,3,4,5,5,4,3,1,3,5,1,3,5,1,5,5,5,2,1,2,3,1,0,1,4,5,3,3,3,2,1,5,5,3,3,1,4,3,1,2,5,1,1,1,2,1,4,3,5,4,4,5,4,5,3,2,5,2,1,1,1,3,1,5,4,5,1,2,71,1,4,1,5,social drinker,village,never smoked,secondary school,male,house/bungalow,few hours a day,right handed,everytime it suits me,i am often running late,0
3,0,3,3,1,1,22,1,5,2,4,4,5,1,5,3,1,1,4,2,5,1,3,3,3,1,2,1,1,5,2,1,2,1,1,3,4,2,2,5,1,3,3,5,3,5,1,1,3,5,1,3,3,3,4,1,5,1,5,1,4,4,3,178,4,3,4,5,4,5,3,1,4,2,1,3,2,3,5,1,1,3,3,5,5,1,1,1,2,1,0,3,3,1,3,3,1,1,5,3,4,4,5,5,3,1,5,3,5,1,5,4,5,3,1,4,4,1,4,4,3,3,2,2,4,2,2,1,4,4,1,4,3,5,2,3,74,1,4,3,4,drink a lot,city,current smoker,college/bachelor degree,male,block of flats,few hours a day,right handed,everytime it suits me,i am often early,0
4,1,1,4,4,3,23,2,4,2,4,5,2,2,5,2,3,1,3,3,4,2,3,4,4,3,2,4,3,4,2,2,3,1,4,4,3,3,4,5,5,3,3,4,3,5,3,5,3,1,2,4,4,4,4,2,4,3,4,2,3,4,3,175,2,2,4,1,4,5,5,4,4,3,2,2,1,4,4,4,3,1,4,5,5,4,5,5,3,1,0,3,3,3,4,2,1,4,4,4,1,5,5,3,2,2,5,3,5,4,2,4,4,4,4,4,5,2,1,2,1,3,2,1,4,1,2,1,3,1,4,4,4,3,2,5,72,3,5,5,2,social drinker,city,tried smoking,college/bachelor degree,male,block of flats,most of the day,right handed,sometimes,i am always on time,0
3,0,4,4,1,2,23,4,3,4,4,3,4,1,3,5,4,2,3,3,5,1,3,4,5,5,2,3,5,2,5,1,4,1,3,2,3,1,4,5,5,3,4,1,4,2,1,2,2,1,1,3,3,5,3,1,3,4,4,3,2,5,3,165,3,3,3,3,3,3,5,5,3,5,4,3,4,4,1,3,3,1,3,5,5,3,1,3,3,1,0,3,4,4,4,3,5,4,3,4,4,3,1,2,2,4,1,2,4,1,3,4,3,5,3,5,4,3,5,3,1,4,3,4,5,4,3,1,3,4,3,4,4,4,2,3,56,2,3,1,3,social drinker,city,current smoker,secondary school,male,block of flats,few hours a day,left handed,only to avoid hurting someone,i am always on time,0
3,0,2,5,5,5,23,5,5,5,4,2,4,3,4,3,5,1,3,1,4,3,3,4,5,4,5,4,5,1,5,1,5,5,4,5,4,5,3,4,5,5,3,1,5,4,4,3,1,5,4,4,3,5,5,1,5,2,3,3,1,4,5,189,5,5,5,4,1,5,5,5,5,5,4,3,1,1,1,4,3,5,1,5,5,4,2,3,5,2,0,5,4,5,5,3,1,5,4,5,4,4,3,4,1,5,2,4,5,1,4,4,5,1,5,5,4,2,3,3,5,5,3,2,3,3,5,5,5,5,2,5,5,2,2,5,81,1,5,1,3,social drinker,city,never smoked,secondary school,male,block of flats,few hours a day,right handed,only to avoid hurting someone,i am always on time,0
4,1,3,4,5,5,22,2,1,3,5,3,4,1,4,5,5,2,1,2,5,1,3,2,3,3,3,3,4,4,0,1,3,2,3,4,3,1,4,3,2,4,0,2,3,3,1,3,4,3,1,3,0,5,3,1,3,2,4,3,3,3,4,180,4,5,4,4,1,5,4,4,4,3,3,4,1,2,3,0,2,1,3,5,5,1,1,4,5,2,0,1,3,5,3,3,3,2,3,2,3,2,3,0,3,3,2,4,5,3,1,3,3,2,4,4,2,3,2,4,3,4,2,4,5,4,0,2,3,5,2,3,5,3,4,5,78,3,3,1,3,social drinker,city,tried smoking,college/bachelor degree,male,block of flats,few hours a day,right handed,sometimes,i am always on time,0
4,1,3,2,1,4,18,5,1,5,5,2,4,5,5,5,1,3,5,1,2,5,3,1,5,5,1,1,1,3,3,2,4,5,5,2,3,1,1,1,5,4,5,2,5,3,5,1,3,1,1,5,4,5,5,1,1,4,5,2,4,5,3,180,3,2,1,2,1,1,5,5,3,5,3,1,5,1,4,1,5,1,5,5,5,4,1,3,3,0,1,2,4,2,2,3,5,3,2,4,1,2,4,3,2,3,2,1,3,1,2,5,2,5,4,1,5,5,5,3,2,1,5,5,5,5,5,2,2,2,5,5,1,4,1,3,52,1,3,1,1,social drinker,city,former smoker,primary school,female,block of flats,most of the day,right handed,only to avoid hurting someone,i am often running late,1
3,0,3,5,3,3,17,4,1,4,3,1,5,1,4,3,2,2,5,1,5,1,2,2,5,3,2,3,5,2,3,1,2,2,2,3,4,3,2,1,2,3,5,3,4,4,2,1,3,1,1,3,3,3,3,1,5,4,5,3,5,2,3,185,2,4,5,5,1,3,5,4,4,3,2,1,1,3,5,2,3,3,4,5,4,1,1,1,3,1,1,2,3,3,3,3,3,1,3,3,1,2,5,2,2,1,1,2,2,2,2,3,2,3,2,5,1,2,2,3,4,2,4,5,2,3,1,1,2,4,1,3,5,3,2,5,84,2,3,1,2,social drinker,city,tried smoking,primary school,male,block of flats,few hours a day,left handed,everytime it suits me,i am often early,0
4,1,3,3,5,2,20,1,2,5,2,2,3,1,2,3,4,3,3,1,5,2,3,2,5,2,2,3,1,2,4,1,1,3,3,4,3,4,2,5,3,4,2,3,5,3,1,3,1,3,2,2,5,4,2,1,4,2,3,3,4,3,3,183,5,3,3,3,1,2,4,3,5,5,4,1,3,3,3,5,1,4,3,4,4,4,1,4,3,1,0,1,3,5,3,4,1,5,2,5,3,2,3,3,3,2,1,3,2,1,2,3,2,3,4,5,3,3,3,3,5,3,3,4,5,2,1,2,3,5,2,3,4,2,2,5,83,3,3,1,1,social drinker,village,tried smoking,secondary school,male,house/bungalow,less than an hour a day,right handed,sometimes,i am often early,1
5,1,2,3,3,2,24,2,1,1,3,2,5,2,4,2,1,3,1,2,1,2,3,2,5,3,2,3,1,3,4,5,5,2,2,2,4,3,5,5,5,4,3,2,4,2,4,3,3,1,3,4,5,5,3,4,3,3,1,3,4,2,4,160,4,4,2,3,1,4,3,4,5,3,5,3,3,2,2,4,3,1,3,5,3,4,2,4,4,0,1,1,2,1,1,4,4,2,3,5,3,3,3,1,3,2,3,3,4,2,2,1,4,5,2,1,5,3,3,4,2,3,3,1,3,2,1,1,4,1,3,4,3,3,2,2,58,1,5,2,2,never,village,never smoked,college/bachelor degree,female,house/bungalow,few hours a day,right handed,only to avoid hurting someone,i am often early,0
4,1,3,3,1,1,18,1,3,5,3,2,2,3,2,3,3,1,5,1,5,5,4,2,5,4,1,4,1,2,3,1,3,2,1,2,3,1,4,5,1,3,4,2,5,5,5,1,3,3,2,4,5,5,5,1,3,4,4,5,5,2,2,162,2,1,2,1,3,1,5,3,4,5,2,4,3,4,4,5,1,5,4,5,5,4,2,1,2,1,0,2,2,5,2,3,4,2,3,3,1,2,5,5,3,3,2,5,3,5,3,5,4,4,4,4,5,3,3,5,2,5,2,4,4,4,4,5,4,4,3,2,2,4,3,2,50,1,4,1,4,drink a lot,village,tried smoking,college/bachelor degree,female,house/bungalow,few hours a day,right handed,sometimes,i am often early,0
3,0,5,1,1,1,20,1,1,5,2,3,4,5,3,3,2,5,3,5,1,5,3,1,5,4,1,3,2,2,1,3,5,1,5,1,2,4,1,4,2,5,3,3,3,3,1,1,3,2,1,3,5,5,1,1,1,3,3,4,5,4,2,163,1,1,2,1,4,3,3,4,3,5,4,1,3,3,1,1,4,1,4,5,5,4,1,4,3,3,0,2,4,1,1,4,4,1,2,5,4,2,2,1,3,5,0,1,3,1,1,4,2,5,0,1,5,5,4,4,2,5,4,4,3,1,1,5,1,1,0,3,1,5,4,1,47,1,5,1,3,social drinker,city,tried smoking,secondary school,female,block of flats,most of the day,left handed,everytime it suits me,i am often running late,0
5,1,3,1,5,5,17,3,1,3,3,2,3,1,3,2,5,2,3,3,1,1,4,2,5,3,2,5,2,2,5,2,4,2,2,2,3,1,3,3,3,4,3,2,2,3,3,3,3,2,2,3,3,5,2,2,1,3,3,3,3,3,3,185,2,5,2,1,2,4,3,4,5,3,2,5,3,3,1,1,1,1,3,5,5,3,1,3,4,1,1,1,5,1,3,4,2,1,3,5,4,1,4,1,3,3,2,2,3,1,1,3,1,3,3,3,4,4,3,3,4,3,3,3,3,3,4,2,3,3,1,2,3,4,2,3,82,1,3,1,2,social drinker,city,former smoker,secondary school,male,house/bungalow,few hours a day,right handed,never,i am always on time,0
4,1,3,5,5,3,20,5,3,4,4,1,5,1,4,2,5,4,3,3,4,1,3,4,5,3,1,3,4,3,2,1,5,1,5,3,3,1,4,5,3,5,2,3,3,1,2,4,3,1,3,2,3,5,5,1,4,3,3,4,4,5,5,175,4,4,5,2,1,4,4,3,4,4,1,5,1,3,3,2,1,1,3,4,4,1,1,4,3,1,1,1,3,1,2,4,5,1,5,4,4,1,5,1,3,3,3,4,4,1,3,1,2,3,4,1,4,4,3,3,3,4,3,1,5,2,3,1,1,3,1,4,3,4,2,3,83,1,4,1,2,never,city,tried smoking,secondary school,male,block of flats,few hours a day,left handed,sometimes,i am often running late,0
3,0,3,5,3,4,28,3,3,5,4,1,3,1,5,2,3,2,5,2,5,1,5,2,5,5,2,5,4,2,2,3,4,3,4,4,3,2,1,2,5,4,2,4,5,4,3,3,4,1,2,3,5,5,4,2,2,4,2,3,5,4,4,168,3,4,3,4,1,3,4,3,3,3,5,1,5,5,1,1,1,2,3,5,5,5,3,3,5,1,0,1,3,4,3,3,2,1,1,5,0,2,5,4,1,4,2,2,4,2,3,5,3,5,1,3,2,3,2,3,4,5,4,2,3,2,5,3,2,1,2,3,5,3,2,3,52,2,2,1,4,social drinker,city,former smoker,secondary school,female,block of flats,few hours a day,right handed,everytime it suits me,i am always on time,0
5,1,4,5,5,1,21,5,2,5,3,2,3,2,2,4,5,2,3,3,5,2,4,2,5,5,2,5,1,3,3,5,3,1,4,3,4,2,3,1,4,3,4,4,5,5,4,3,1,5,2,5,4,5,5,1,4,3,5,2,5,5,3,177,3,5,4,4,2,3,5,3,4,4,4,2,3,3,3,1,1,1,2,5,5,1,3,5,4,1,1,1,4,3,5,3,5,1,4,5,5,3,5,2,3,3,2,2,5,5,3,2,2,4,5,3,3,5,5,3,3,3,3,2,2,4,3,2,2,3,2,3,4,3,1,5,80,3,1,1,2,social drinker,city,former smoker,secondary school,male,house/bungalow,few hours a day,right handed,everytime it suits me,i am always on time,0
3,0,2,5,5,4,22,3,1,1,4,3,4,1,5,5,5,1,3,3,2,1,4,5,5,4,4,5,5,5,2,1,5,1,4,4,3,5,4,5,1,2,1,1,3,2,5,5,1,5,1,5,1,4,1,1,4,3,1,1,5,2,3,190,4,5,4,1,1,1,4,5,5,4,1,3,1,3,1,1,1,1,5,5,5,3,5,4,2,1,0,4,4,2,3,3,3,1,5,2,5,3,4,1,3,3,1,4,5,2,3,1,1,1,2,4,5,3,2,3,1,4,2,1,1,5,3,5,1,2,2,5,1,4,2,5,80,5,4,3,4,social drinker,city,tried smoking,masters degree,male,block of flats,few hours a day,right handed,sometimes,i am always on time,1
